National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Installation Type	Installation Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry Revocation Date	Subsidiary Company	Parent Company	E PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	Total_Allowance_Allocation_2005	Total_Allowance_Allocation_2006	Total_Allowance_Allocation_2007	Total_Allowance_Allocation_2008	Total_Allowance_Allocation_2009	Total_Allowance_Allocation_2010	Total_Allowance_Allocation_2011	Total_Allowance_Allocation_2012	Total_Allowance_Allocation_2013	Total_Allowance_Allocation_2014	Total_Allowance_Allocation_2015	Total_Allowance_Allocation_2016	Total_Allowance_Allocation_2017	Total_Allowance_Allocation_2018	Total_Allowance_Allocation_2019	Total_Allowance_Allocation_2020
France 	100-Holding Account	INTERSNACK FRANCE 	12	412581878	open	Account holder	INTERSNACK FRANCE	Route de Compiègne	BP1	02290	Montigny Lengrain	France 	12	Chaufferie INTERSNACK FRANCE - Montigny-Lengrain	05100466	2005-01-01			INTERSNACK FRANCE		Route de Compiègne	BP 1/	02290	Montigny Lengrain	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	21839	17699	21839	13581	21838	11742	17356	11365	17356	10338	17356	6375	17356	8470	17356	8036	9076	8906	8122	9031	7195	8948	6294	8634	5422	NA	4579	NA	3762	NA	2976	NA	21839	21839	21838	17356	17356	17356	17356	17356	9076	8122	7195	6294	5422	4579	3762	2976
France 	100-Holding Account	ROQUETTE FRERES SA 	13	357200054	open	Account holder	ROQUETTE FRERES SA	1 Rue de la Haute Loge	/	62136	Lestrem	France 	13	ROQUETTE VIC S.A.	05100467	1988-01-12			ROQUETTE FRERES SA		Route de Compiègne	/	02290	Montigny Lengrain	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	32902	24325	32902	19754	32901	14112	28390	10948	28390	11770	50156	20840	54821	22375	59797	22464	15704	22166	15431	22554	15155	22211	14876	24478	14594	NA	14310	NA	14022	NA	13733	NA	32902	32902	32901	28390	28390	50156	54821	59797	15704	15431	15155	14876	14594	14310	14022	13733
France 	100-Holding Account	SOC INDUST TEINTURERIE CHAUSSEE ROMAINE (SITER) 	14	408777860	closed	Account holder	SOC INDUST TEINTURERIE CHAUSSEE ROMAINE (SITER)	ZI Rouvroy Morcourt	/	02100	SAINT-QUENTIN	France 	14	TEINTURERIE DE LA CHAUSSEE. ROMAINE	05100478	1989-03-22	2008-10-31		SOC INDUST TEINTURERIE CHAUSSEE ROMAINE (SITER)		ZI ROUVROY MORCOURT	/	02100	SAINT QUENTIN	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	3485	2375	3485	2006	3484	1858	2742	0	0	0	0	0	0	0	0											NA		NA		NA		NA	3485	3485	3484	2742	0	0	0	0	0	0	0	0	0	0	0	0
France 	100-Holding Account	ENGIE ENERGIE SERVICES 	15	552046955	open	Account holder	ENGIE ENERGIE SERVICES	Tour Voltaire	1 Place des Degrés/	92059	Paris La Défense	France 	15	ENGIE ENERGIE SERVICES Saint Quentin	05100507	1999-05-31			ENGIE ENERGIE SERVICES		2 Chemin de Morcourt	/	02100	Omissy	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	27384	19750	27384	19771	27383	19030	18878	19066	18878	19599	18878	20767	18878	17553	18878	17883	10296	16931	9214	10168	8163	8316	7145	9912	6158	NA	5204	NA	4281	NA	3391	NA	27384	27384	27383	18878	18878	18878	18878	18878	10296	9214	8163	7145	6158	5204	4281	3391
France 	100-Holding Account	TEREOS FRANCE 	16	533247979	open	Account holder	TEREOS FRANCE	11 rue Pasteur		02390	Origny Ste Benoite	France 	16	Quotas CO² ORIGNY	05100521	1990-10-19			TEREOS	002TER1927	11 Rue PASTEUR	/	02390	Origny Ste Benoite	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	118364	107801	118364	112730	118363	166651	100903	188056	100903	176147	260983	207753	260983	214568	260983	203654	191342	233939	188019	251222	184656	238559	181259	219076	177824	NA	174357	NA	170846	NA	167323	NA	118364	118364	118363	100903	100903	260983	260983	260983	191342	188019	184656	181259	177824	174357	170846	167323
France 	100-Holding Account	WILLIAM SAURIN 	17	342401965	open	Account holder	WILLIAM SAURIN	65 bis rue Lafayette	Saint Thibault des Vignes/	75009	Paris	France 	17	WILLIAM SAURIN Usine de Pouilly	05100536	1999-04-01			WILLIAM SAURIN		Route de Crecy	/	02270	Crecy sur Serre	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	13326	15058	13326	15107	13327	14169	11722	14033	11722	10629	11722	9444	11722	8969	11722	8839	8039	9330	7194	9973	6372	10177	5575	9403	4803	NA	4056	NA	3332	NA	2636	NA	13326	13326	13327	11722	11722	11722	11722	11722	8039	7194	6372	5575	4803	4056	3332	2636
France 	100-Holding Account	AHLSTROM CHANTRAINE 	18	323347062	closed	Account holder	AHLSTROM CHANTRAINE	25 rue de Chantraine	/	02140	ROUGERIES	France 	18	AHLSTROM CHANTRAINE	05100557	1980-08-05	2009-07-13		AHLSTROM CHANTRAINE		Rougeries	/	02140	Rougeries	FR	0	0	9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	NA	NA	NA	NA	NA	NA	22946	16303	22946	15987	22945	16764	19716	4254	19716	0	0	0	0	0	0											NA		NA		NA		NA	22946	22946	22945	19716	19716	0	0	0	0	0	0	0	0	0	0	0
France 	100-Holding Account	Soissons Energies &amp; Environnement 	20	499684058	open	Account holder	Soissons Energies &amp; Environnement	6 rue du Parc		67205	Oberhausbergen	France 	20	Chauffage urbain de Soissons- ZUP DE PRESLES	05100692	1972-05-04			GDF SUEZ ENERGIES SERVICES		Avenue du Docteur Roy	ZUP de Presles	02200	Soissons	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	18226	14319	18226	13604	18226	11914	12565	12391	12565	12375	12565	14489	12565	11567	12565	8339	6458	4701	5780	4697	5120	5914	4481	5902	3863	NA	3265	NA	2685	NA	2127	NA	18226	18226	18226	12565	12565	12565	12565	12565	6458	5780	5120	4481	3863	3265	2685	2127
France 	100-Holding Account	ATEMAX FRANCE 	21	501604755	open	Account holder	ATEMAX FRANCE	72 Avenue Olivier Messiaen	ZA Les Greffets	72000	LE MANS	France 	21	ATEMAX FRANCE Usine de Vénérolles	05100756	2006-06-19			ATEMAX FRANCE		9 Route d'Etreux	/	02510	Vénérolles	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	27180	0	27180	0	27179	0	21600	0	21600	19	28027	9123	28027	17951	28027	20587	11405	15719	10206	14307	9040	15888	7910	18019	6814	NA	5754	NA	4727	NA	3740	NA	27180	27180	27179	21600	21600	28027	28027	28027	11405	10206	9040	7910	6814	5754	4727	3740
France 	100-Holding Account	SAICA PAPER FRANCE 	22	410293203	open	Account holder	SAICA PAPER FRANCE	Rue de la Vallée	BP8	02200	Venizel	France 	22	LA ROCHETTE VENIZEL - SAICA PAPER FRANCE	05100757	2003-08-22			SAICA PAPER FRANCE	002LAR4817	Rue de la Vallée	BP 8/	02200	VENIZEL	FR	0	0	35-Production of pulp	NA	NA	NA	NA	NA	NA	119934	100201	119934	96516	119934	101157	103050	90551	103050	66243	103050	66995	103050	62675	103050	67872	59192	66157	58164	64142	57123	65044	56072	64590	55010	NA	53937	NA	52851	NA	51761	NA	119934	119934	119934	103050	103050	103050	103050	103050	59192	58164	57123	56072	55010	53937	52851	51761
France 	100-Holding Account	SPONTEX SAS 	23	309552040	open	Account holder	SPONTEX SAS	SPONTEX SAS	420, rue d'Estienne d'Orves/	92705	COLOMBES CEDEX	France 	23	SPONTEX - Chaufferie usine de Beauvais	05100918	1997-08-25			SPONTEX SNC	060SPO1981	74 rue de St Just des Marais	/	60026	BEAUVAIS	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	40243	34889	40243	33427	40242	31746	33673	32370	33673	30449	33673	31565	33673	32003	33673	32962	25302	33578	22644	32182	20056	30744	17548	31262	15117	NA	12764	NA	10488	NA	8297	NA	40243	40243	40242	33673	33673	33673	33673	33673	25302	22644	20056	17548	15117	12764	10488	8297
France 	100-Holding Account	IDEX ENERGIES 	24	315871640	open	Account holder	IDEX ENERGIES	72 Avenue Jean-Baptiste Clément	/	92100	Boulogne Billancourt	France 	24	IDEX ENERGIES - BASF COATINGS SAS	05100978	1992-12-03			IDEX ENERGIES		Zone Industrielle de Breuil Le Sec	/	60676	Clermont	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	7340	7004	7340	7188	7339	7049	6142	5973	6142	5494	6142	6367	6142	4637	6142	4996	5091	5711	4556	4369	4035	4753	3530	4737	3042	NA	2569	NA	2110	NA	1669	NA	7340	7340	7339	6142	6142	6142	6142	6142	5091	4556	4035	3530	3042	2569	2110	1669
France 	100-Holding Account	TEREOS FRANCE 	25	533247979	open	Account holder	TEREOS FRANCE	11 rue Pasteur		02390	Origny Ste Benoite	France 	25	Sucrerie de Chevrières	05101029	2005-08-04			TEREOS	060TER1944	Hameau de la Sucrerie	BP 90484/Chevrières	60617	La Croix Saint Ouen	FR	6.22911	24.86147	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	201057	70306	201057	71863	201058	76024	170902	73780	170902	76148	170902	76146	170902	95346	170902	73699	47095	76021	46275	83971	45456	65306	44637	75391	43817	NA	42998	NA	42178	NA	41359	NA	201057	201057	201058	170902	170902	170902	170902	170902	47095	46275	45456	44637	43817	42998	42178	41359
France 	100-Holding Account	CONTINENTAL FRANCE 	26	380110304	closed	Account holder	CONTINENTAL FRANCE	6 rue Jean Baptiste Dumaire	/	57200	Sarreguemines	France 	26	CONTINENTAL France	05101041	1989-06-15	2010-07-15		CONTINENTAL FRANCE		Lieu-dit le Bac à l'Aumône	/	60280	CLAIROIX	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	17782	19099	17782	19275	17782	18243	13989	17610	13989	5898	13989	0	0	0	0	0										NA		NA		NA		NA	17782	17782	17782	13989	13989	13989	0	0	0	0	0	0	0	0	0	0
France 	100-Holding Account	ENGIE ENERGIE SERVICES 	27	552046955	open	Account holder	ENGIE ENERGIE SERVICES	Tour Voltaire	1 Place des Degrés/	92059	Paris La Défense	France 	27	ENGIE ENERGIE SERVICES Chaufferie de Compiègne	05101075	1996-10-09			ENGIE ENERGIE SERVICES		15 rue Clément Bayard	/	60200	Compiègne	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	34567	25479	34567	25315	34567	23692	23830	24367	23830	24460	23830	26172	23830	20697	23830	23080	15569	25762	13932	21012	12343	22201	10803	23324	9312	NA	7869	NA	6473	NA	5127	NA	34567	34567	34567	23830	23830	23830	23830	23830	15569	13932	12343	10803	9312	7869	6473	5127
France 	100-Holding Account	COLGATE PALMOLIVE INDUSTRIEL SAS 	28	478989668	closed	Account holder	COLGATE PALMOLIVE INDUSTRIEL SAS	60 avenue de l'Europe	/	92270	BOIS COLOMBES	France 	28	COLGATE PALMOLIVE - Production de vapeur	05101078	1994-06-20	2014-11-28		COLGATE PALMOLIVE INDUSTRIEL SAS		60 avenue du Vermandois	/	60200	Compiègne	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	9883	6353	9883	5694	9882	5795	7775	5992	7775	5832	7775	6154	7775	4871	7775	5792	4936	5773	0	0	0		0		0	NA	0	NA	0	NA	0	NA	9883	9883	9882	7775	7775	7775	7775	7775	4936	0	0	0	0	0	0	0
France 	100-Holding Account	JOULIAN 	29		closed	Account holder	JOULIAN	56 Route de Choisy au Bac	BP 90509/	60205	Compiègne Cedex	France 	29	COMPIEGNE	05101081	2005-05-17	2008-08-12		AVENTIS INTERCONTINENTAL		56 Route de Choisy au Bac	BP 90509/	60205	Compiègne Cedex	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	7186	7120	7186	7480	7186	7274	NA		NA	Not Reported	NA	Not Reported	NA		NA											NA		NA		NA		NA	7186	7186	7186	0	0	0	0	0	0	0	0	0	0	0	0	0
France 	100-Holding Account	CREIL ENERGIE 	30		open	Account holder	CREIL ENERGIE	37 Avenue du Maréchal de	Lattre de Tassigny	59350	SAINT ANDRE LEZ LILLE	France 	30	Chaufferie Cavée de Senlis	05101102	1976-04-21			CREIL ENERGIE		Rue Edouard Branly	/	60100	Creil	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	28111	19981	28111	17844	28112	16994	19380	15364	19380	15935	19380	13907	19380	12196	19380	12682	8264	16755	6676	13891	5539	14472	4849	14453	4179	NA	3531	NA	2905	NA	2301	NA	28111	28111	28112	19380	19380	19380	19380	19380	8264	6676	5539	4849	4179	3531	2905	2301
France 	100-Holding Account	CLARIANT SERVICES (FRANCE) 	31	410512263	closed	Account holder	CLARIANT SERVICES (FRANCE)	70 avenue du Général de Gaulle	/	92800	Puteaux	France 	31	CLARIANT SERVICES (France)	05101138	2005-05-17	2008-08-12		CLARIANT SERVICES (FRANCE)		Etablissement de Trosly Breuil (60350)	70 Avenue du Général de Gaulle/	92800	Puteaux	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	33581	24449	33581	3661	33582	3671	NA		NA	Not Reported	NA	Not Reported	NA		NA											NA		NA		NA		NA	33581	33581	33582	0	0	0	0	0	0	0	0	0	0	0	0	0
France 	100-Holding Account	SAVERGLASS 	32	525721189	open	Account holder	SAVERGLASS	Place de la Gare	/	60960	Feuquieres	France 	32	SAVERGLASS	05101176	1993-05-10			SOCIETE AUTONOME DE VERRERIES (SAV)		Place de la Gare	/	60960	Feuquieres	FR	0	0	31-Manufacture of glass	NA	NA	NA	NA	NA	NA	62797	68049	62797	66543	62797	66641	62867	67761	62867	44140	62867	58955	62867	50618	62867	64667	41827	66144	41101	61968	40366	53561	39623	55800	38872	NA	38114	NA	37347	NA	36577	NA	62797	62797	62797	62867	62867	62867	62867	62867	41827	41101	40366	39623	38872	38114	37347	36577
France 	100-Holding Account	STORENGY 	33	487650632	open	Account holder	STORENGY	Immeuble Djinn	12 Rue Raoul Nordling/CS 70001	92274	Bois Colombes Cedex	France 	33	Storengy - Stockage de Gournay sur Aronde	05101211	1983-09-23			STORENGY		Hameau de Saint-Maur	/	60190	Estrées St Denis	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	18460	25882	18460	30391	18459	23520	23470	13770	23470	20318	23470	14761	23470	18340	23470	18309	17127	23357	15326	22778	13575	18067	11878	23492	10233	NA	8639	NA	7099	NA	5616	NA	18460	18460	18459	23470	23470	23470	23470	23470	17127	15326	13575	11878	10233	8639	7099	5616
France 	100-Holding Account	ARCELORMITTAL ATLANTIQUE ET LORRAINE 	34	444718563	open	Account holder	ARCELORMITTAL ATLANTIQUE ET LORRAINE	Immeuble Le Cézanne	6 Rue André Campra	93200	SAINT-DENIS	France 	34	ArcelorMittal Atlantique Lorraine - Montataire	05101363	1984-10-19			ARCELORMITTAL ATLANTIQUE ET LORRAINE	060SOL1958	Route de Saint Leu	BP 109	60160	Montataire	FR	6.07417	24.73107	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	112163	70993	112163	71407	112162	67830	88235	61236	88235	44905	88235	54785	88235	53921	88235	48986	59542	54897	58508	60455	57462	60906	56404	68857	55336	NA	54257	NA	53164	NA	52068	NA	112163	112163	112162	88235	88235	88235	88235	88235	59542	58508	57462	56404	55336	54257	53164	52068
France 	100-Holding Account	NSO ENERGIE 	35		open	Account holder	NSO ENERGIE	37 Avenue de Lattre de Tassigny		59350	SAINT ANDRE LEZ LILLE	France 	35	NSO ENERGIE - Chaufferie urbaine Nogent-sur-Oise	05101410	1992-08-06			NSO ENERGIE		44 Rue Branly	/	60180	Nogent sur Oise	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	17130	17305	17130	17183	17130	16065	13476	16442	13476	17083	13476	18988	13476	4095	13476	18065	9304	17194	8327	13166	7376	10164	6456	10482	5565	NA	4703	NA	3868	NA	3064	NA	17130	17130	17130	13476	13476	13476	13476	13476	9304	8327	7376	6456	5565	4703	3868	3064
France 	100-Holding Account	IMERYS TC 	37	449354224	open	Account holder	IMERYS TC	Parc d'Activités de Limonest	1 rue des Vergers	69760	Limonest	France 	37	Imerys TC Saint Germer de Fly	05103204	2005-05-20			IMERYS TC	060IME1961	9 rue des Usines	/	60850	St Germer de Fly	FR	0	0	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	32550	37532	32550	34974	32550	36132	35389	38956	35389	37769	35389	38819	35389	39081	35389	39439	31504	36258	30956	36326	30403	31634	29843	28988	29279	NA	28707	NA	28130	NA	27549	NA	32550	32550	32550	35389	35389	35389	35389	35389	31504	30956	30403	29843	29279	28707	28130	27549
France 	100-Holding Account	SYNTHOMER FRANCE SAS 	38	444187777	open	Account holder	SYNTHOMER FRANCE SAS	704 Rue Pierre et Marie Curie	BP 80229	60772	Ribecourt	France 	38	SYNTHOMER FRANCE SAS	05105839	2005-12-27			SYNTHOMER FRANCE SAS	060HE14312	704 Rue Pierre et Marie Curie	BP 80229/	60772	Ribecourt	FR	0	0	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	38893	15297	38893	14775	38894	13771	32544	14099	32544	11900	32544	9491	32544	7899	32544	7979	18700	18359	18375	17544	18047	16064	17714	16408	17378	NA	17039	NA	16697	NA	16353	NA	38893	38893	38894	32544	32544	32544	32544	32544	18700	18375	18047	17714	17378	17039	16697	16353
France 	100-Holding Account	BONDUELLE CONSERVE INTERNATIONAL (BCI) 	39	665580072	closed	Account holder	BONDUELLE CONSERVE INTERNATIONAL (BCI)	La Woestyne	/	59173	Renescure	France 	39	BCI - Usine de Russy Bémont	05101523	1997-10-15	2014-01-24		BONDUELLE CONSERVE INTERNATIONAL (BCI)		Russy-Bémont	/	60117	Vaumoise	FR	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	5708	4090	5708	3342	5709	2987	4537	3532	4537	3133	4537	2684	4537	2451	4537	3481										NA		NA		NA		NA	5708	5708	5709	4537	4537	4537	4537	4537	0	0	0	0	0	0	0	0
