National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Installation Type	Installation Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry Revocation Date	Subsidiary Company	Parent Company	E PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	Total_Allowance_Allocation_2005	Total_Allowance_Allocation_2006	Total_Allowance_Allocation_2007	Total_Allowance_Allocation_2008	Total_Allowance_Allocation_2009	Total_Allowance_Allocation_2010	Total_Allowance_Allocation_2011	Total_Allowance_Allocation_2012	Total_Allowance_Allocation_2013	Total_Allowance_Allocation_2014	Total_Allowance_Allocation_2015	Total_Allowance_Allocation_2016	Total_Allowance_Allocation_2017	Total_Allowance_Allocation_2018	Total_Allowance_Allocation_2019	Total_Allowance_Allocation_2020
Hungary	100-Holding Account	ALTEK-Tégla és Cserépipari Kft. 	11	16-09-005019	closed	Account holder	ALTEK-Tégla és Cserépipari Kft.	Földvári út	6	5400	Mezõtúr	Hungary	11	Kunszentmártoni téglagyár	HU-UHG0341-8A-04	2005-01-01	2014-07-10			3.(g)	Szentesi utca	39	5440	Kunszentmárton	HU	46.834157069	20.294118037	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	11336	2671	11336	5058	11336	5912	5617	3319	5617	434	5617	470	5617	478	5617	1403	0	Not Reported	0	Not Reported	0	Not Reported	0		0	NA	0	NA	0	NA	0	NA	11336	11336	11336	5617	5617	5617	5617	5617	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Bakonyi Bioenergia Kft. 	12	19-09-507082	open	Account holder	Bakonyi Bioenergia Kft.	Gyártelep Hrsz	1961/1	8400	Ajka	Hungary	12	Bakonyi Bioenergia Kft, 11-12. sz. kazán	HU-UHG5322-1-04	2005-01-01				1.(c)	Gyártelep Hrsz	1961/1	8401	Ajka	HU	47.095622139	17.558438904	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	352814	21904	352814	13017	352814	14230	16558	3535	16558	4450	16585	642	16585	911	16585	530	0	487	0	528	0	494	0	730	0	NA	0	NA	0	NA	0	NA	352814	352814	352814	16558	16558	16585	16585	16585	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Bakonyi Erõmû Zrt. 	13	19-10-500026	open	Account holder	Bakonyi Erõmû Zrt.	Gyártelep Hrsz	1961/1	8400	Ajka	Hungary	13	Bakonyi Eromu Rt. Ajkai Hoeromu	HU-UHG5317-1-04	2005-01-01				1.(c)	Gyártelep Hrsz	1961/1	8401	Ajka	HU	47.095622139	17.558438904	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	419977	530793	419977	468218	419977	431666	302996	439609	302996	212810	303488	253387	303488	287042	303488	304605	35555/146085****	202998	29180	115558	23512	72258	18533	66617	14212	NA	11402	NA	9379	NA	7429	NA	419977	419977	419977	302996	302996	303488	303488	303488	181640	29180	23512	18533	14212	11402	9379	7429
Hungary	100-Holding Account	Baranya-Tégla Ipari és Kereskedelmi Kft. 	14	02-09-062387	closed	Account holder	Baranya-Tégla Ipari és Kereskedelmi Kft.	Budai Nagy Antal utca	1	7624	Pécs	Hungary	14	Alsómocsoládi Téglagyár	HU-UHG5474-8A-04	2005-01-01	2014-07-07			3.(g)	Külterület Hrsz	33	7345	Alsómocsolád	HU	46.324907725	18.222640274	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	10113	4734	10113	4888	10113	6214	7795	6813	7795	81	7795	150	7795	90	7795	63	0	11	0	8	0		0		0	NA	0	NA	0	NA	0	NA	10113	10113	10113	7795	7795	7795	7795	7795	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	BC-Erõmû Kft. 	15	05-09-007481	open	Account holder	BC-Erõmû Kft.	Bólyai tér	1	3700	Kazincbarcika	Hungary	15	BC-Eromu Kft.	HU-UHG5142-1-04	2005-01-01				1.(c)	Bólyai tér	1	3700	Kazincbarcika	HU	48.242260051	20.666196303	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	218501	220875	218501	223348	218501	225133	219174	216171	219174	191598	219174	247887	219174	265835	219174	285335	0	270762	0	257714	0	252402	0	285753	0	NA	0	NA	0	NA	0	NA	218501	218501	218501	219174	219174	219174	219174	219174	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	BÉM Borsodi Érc, Ásvány és Nyersanyag Feldolgozó Mû Zrt. 	16	05-10-000352	closed	Account holder	BÉM Borsodi Érc, Ásvány és Nyersanyag Feldolgozó Mû Zrt.	Ipartelep	-	3791	Sajókeresztúr	Hungary	16	BÉM Borsodi Érc,Ásvány és Nyersanyag Feldolgozó Mû	HU-UHG5756-4-04	2007-11-16	2014-06-10				Ipartelep Hrsz	03/2	3791	Sajókeresztúr	HU	48.162660978	20.771260899	4-Metal ore (including sulphide ore) roasting or sintering installations	NA	NA	NA	NA	NA	NA	80842	54038	80842	53035	80842	32178	49450	14249	49450	24938	49450	21454	49450	20785	49450	20934	13424	1748	0		0		0		0	NA	0	NA	0	NA	0	NA	80842	80842	80842	49450	49450	49450	49450	49450	13424	0	0	0	0	0	0	0
Hungary	100-Holding Account	Berényi Téglaipari Kft. 	17	04-09-002541	open	Account holder	Berényi Téglaipari Kft.	Gyár utca	1	5650	Mezõberény	Hungary	17	Berényi téglagyár	HU-UHG5211-8A-04	2005-01-01				3.(g)	Gyár utca	1	5650	Mezõberény	HU	46.825501798	21.009161188	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	10244	6069	10244	5780	10244	7488	8666	7496	8666	6526	8666	6519	8666	4575	8666	6001	5396	3678	3767	3268	3701	4747	5112	6119	5014	NA	4917	NA	4819	NA	4719	NA	10244	10244	10244	8666	8666	8666	8666	8666	5396	3767	3701	5112	5014	4917	4819	4719
Hungary	100-Holding Account	BorsodChem Zrt. 	18	05-10-000054	open	Account holder	BorsodChem Zrt.	Bólyai tér	1	3700	Kazincbarcika	Hungary	18	Borsodchem Rt. VCM Üzem DKE Bontókemencék	HU-UHG5141-1-04	2005-01-01				1.(c)	Bólyai tér	1	3700	Kazincbarcika	HU	48.251361619	20.666222552	42-Production of bulk chemicals	NA	NA	NA	NA	NA	NA	70697	53483	70697	61309	70697	74124	62765	69756	62791	52445	68510	55418	60837	60697	60837	56110	250175/231001*****	131100	245699/226981*****	154682	241176/222962*****	148627	236613/218942*****	117945	232007/214923*****	NA	227361/210903*****	NA	222664/206885*****	NA	217957/202864*****	NA	70697	70697	70697	62765	62791	68510	60837	60837	481176	472680	464138	455555	446930	438264	429549	420821
Hungary	100-Holding Account	Borsodi Sörgyár Kft. 	19	05-09-019849	open	Account holder	Borsodi Sörgyár Kft.	Rákóczi Ferenc utca	81	3574	Bõcs	Hungary	19	Borsodi Sörgyár Rt. Gyártelep	HU-UHG5230-1-04	2005-01-01					Rákóczi Ferenc utca	81	3574	Bõcs	HU	48.042626262	20.960867223	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	17319	14858	17319	18499	17319	20233	21505	20504	14744	17241	20594	13148	14744	9369	14744	7654	8981	6233	8036	5745	7118	5526	6228	5903	5365	NA	4531	NA	3722	NA	2945	NA	17319	17319	17319	21505	14744	20594	14744	14744	8981	8036	7118	6228	5365	4531	3722	2945
Hungary	100-Holding Account	BTG Budaörsi Településgazdálkodási Kft. 	20	13-09-064364	closed	Account holder	BTG Budaörsi Településgazdálkodási Kft.	Dózsa György utca	21	2040	Budaörs	Hungary	20	Futomu	HU-UHG0288-1-04	2005-01-01	2014-12-09				Lévai utca	37	2040	Budaörs	HU	47.460037837	18.9456935	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	8648	7288	8648	6561	8648	5972	6712	5621	6712	5807	6712	5880	6712	5837	6712	6090	4748	5868	4249	5113	0		0		0	NA	0	NA	0	NA	0	NA	8648	8648	8648	6712	6712	6712	6712	6712	4748	4249	0	0	0	0	0	0
Hungary	100-Holding Account	Budapest Airport ZRt. 	21	01-10-044665	open	Account holder	Budapest Airport ZRt.	Nemzetközi Repülõtér	BUD	1185	Budapest	Hungary	21	Budapest Airport Rt.	HU-UHG5534-1-04	2005-01-01					Nemzetközi Repülõtér	BUD	1185	Budapest	HU	47.439276485	19.262651848	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	19520	19953	19520	18861	19520	16173	19799	15844	19799	16208	19799	17183	19799	16763	19799	15130	13063	12855	11691	10605	10355	10960	9060	10626	7804	NA	6590	NA	5415	NA	4283	NA	19520	19520	19520	19799	19799	19799	19799	19799	13063	11691	10355	9060	7804	6590	5415	4283
Hungary	100-Holding Account	Budapesti Eromu ZRt. 	22	01-10-041825	open	Account holder	Budapesti Eromu ZRt.	Budafoki utca	52	1117	Budapest	Hungary	22	BERT Rt. Kelenföldi Komb.Cikl. Gázt.Hoszolg. Eromu	HU-UHG5182-1-04	2005-01-01				1.(c)	Budafoki utca	52	1117	Budapest	HU	47.463528196	19.055631986	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	387421	397486	387421	399814	387421	411282	332714	400405	332714	325851	336120	353064	336120	280147	336120	229383	169016/203853****	200377	140795	187235	115464	218200	96589	250447	83258	NA	70358	NA	57875	NA	45841	NA	387421	387421	387421	332714	332714	336120	336120	336120	372869	140795	115464	96589	83258	70358	57875	45841
Hungary	100-Holding Account	Budapesti Eromu ZRt. 	23	01-10-041825	open	Account holder	Budapesti Eromu ZRt.	Budafoki utca	52	1117	Budapest	Hungary	23	BERT Rt. Kispesti Komb. Cikl. Gázt. Hoszolg. Eromu	HU-UHG5248-1-04	2005-01-01				1.(c)	Nefelejcs út	2	1182	Budapest	HU	47.458028121	19.164239078	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	291740	271315	291740	286146	291740	246806	253308	338463	253308	222628	253720	227862	253720	215976	253720	214009	132902/108238****	199614	108700	189623	87230	207504	72927	217513	62861	NA	53121	NA	43696	NA	34611	NA	291740	291740	291740	253308	253308	253720	253720	253720	241140	108700	87230	72927	62861	53121	43696	34611
Hungary	100-Holding Account	Budapesti Eromu ZRt. 	24	01-10-041825	open	Account holder	Budapesti Eromu ZRt.	Budafoki utca	52	1117	Budapest	Hungary	24	BERT Rt. Újpesti Komb. Cikl. Gázt. Hoszolg. Eromu	HU-UHG5250-1-04	2005-01-01				1.(c)	Tó utca	7	1045	Budapest	HU	47.553534868	19.10327694	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	300777	297694	300777	304721	300777	301530	270628	364012	270628	304314	271069	289080	271069	261059	271069	261228	148744/111931****	244390	122797	228257	115291	245982	102935	262438	90957	NA	79355	NA	68117	NA	57272	NA	300777	300777	300777	270628	270628	271069	271069	271069	260675	122797	115291	102935	90957	79355	68117	57272
Hungary	100-Holding Account	Budapesti Eromu ZRt. 	25	01-10-041825	closed	Account holder	Budapesti Eromu ZRt.	Budafoki utca	52	1117	Budapest	Hungary	25	BERT Rt. Révész Futomu.	HU-UHG5251-1-04	2005-01-01	2012-08-23			1.(c)	Révész utca	18	1138	Budapest	HU	47.527445125	19.056703235	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	58647	47172	58647	44201	58647	24037	43446	12380	43446	10814	43446	11639	43446	7290	43446	224										NA		NA		NA		NA	58647	58647	58647	43446	43446	43446	43446	43446	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Budapesti Eromu ZRt. 	26	01-10-041825	closed	Account holder	Budapesti Eromu ZRt.	Budafoki utca	52	1117	Budapest	Hungary	26	BERT Rt. Kobánya Eromu.	HU-UHG5253-1-04	2005-01-01	2010-07-20				Bihari utca	10/a	1107	Budapest	HU	47.479148866	19.118802821	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	28679	0	28679	0	28679	0	0	0	0	0	0		0		0											NA		NA		NA		NA	28679	28679	28679	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Budapesti Távhoszolgáltató ZRt. 	27	01-10-042582	open	Account holder	Budapesti Távhoszolgáltató ZRt.	Kalotaszeg utca	31	1116	Budapest	Hungary	27	Észak-budai Futomu	HU-UHG5163-1-04	2005-01-01				1.(c)	Kunigunda utca	49	1037	Budapest	HU	47.564242068	19.037453095	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	89838	84407	89838	75366	89838	53339	77741	27299	77741	37164	77741	35112	77741	42878	77741	23206	23671	14808	10699	10225	9495	9378	8328	10064	7198	NA	6102	NA	5043	NA	4024	NA	89838	89838	89838	77741	77741	77741	77741	77741	23671	10699	9495	8328	7198	6102	5043	4024
Hungary	100-Holding Account	Budapesti Távhoszolgáltató ZRt. 	28	01-10-042582	closed	Account holder	Budapesti Távhoszolgáltató ZRt.	Kalotaszeg utca	31	1116	Budapest	Hungary	28	Óbudai Futomu	HU-UHG5165-1-04	2005-01-01	2010-03-09				Zápor utca	70	1032	Budapest	HU	47.539776386	19.034947462	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	56211	57348	56211	55083	56211	24412	52819	25	0	0	0		0		0											NA		NA		NA		NA	56211	56211	56211	52819	0	0	0	0	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Budapesti Távhoszolgáltató ZRt. 	29	01-10-042582	open	Account holder	Budapesti Távhoszolgáltató ZRt.	Kalotaszeg utca	31	1116	Budapest	Hungary	29	Újpalotai Futomu	HU-UHG5166-1-04	2005-01-01				1.(c)	Késmárk utca	8-10	1158	Budapest	HU	47.536800159	19.139042267	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	55317	43105	55317	29701	55317	23589	39701	24163	39701	24388	39701	26719	39701	22183	39701	20757	20845	18786	18655	18447	16523	18794	14457	16737	12454	NA	10515	NA	8640	NA	6836	NA	55317	55317	55317	39701	39701	39701	39701	39701	20845	18655	16523	14457	12454	10515	8640	6836
Hungary	100-Holding Account	Budapesti Távhoszolgáltató ZRt. 	30	01-10-042582	open	Account holder	Budapesti Távhoszolgáltató ZRt.	Kalotaszeg utca	31	1116	Budapest	Hungary	30	Rákoskeresztúri Futomu	HU-UHG5167-1-04	2005-01-01				1.(c)	Gyökér utca	63-65	1173	Budapest	HU	47.477633744	19.245957236	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	13415	10719	13415	13537	13415	10654	9872	11132	9872	11592	9872	12291	9872	12258	9872	11578	9303	10168	8325	9027	7374	10600	6452	12017	5558	NA	4693	NA	3856	NA	3051	NA	13415	13415	13415	9872	9872	9872	9872	9872	9303	8325	7374	6452	5558	4693	3856	3051
Hungary	100-Holding Account	Budapesti Távhoszolgáltató ZRt. 	31	01-10-042582	open	Account holder	Budapesti Távhoszolgáltató ZRt.	Kalotaszeg utca	31	1116	Budapest	Hungary	31	Füredi úti Futomu	HU-UHG5168-1-04	2005-01-01				1.(c)	Füredi utca	53-63	1144	Budapest	HU	47.512738961	19.150232938	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	59838	46308	59838	34529	59838	28947	42651	28646	42651	29339	42651	31016	42651	27603	42651	25875	24422	30845	21856	21365	19359	21348	16938	24305	14592	NA	12320	NA	10124	NA	8009	NA	59838	59838	59838	42651	42651	42651	42651	42651	24422	21856	19359	16938	14592	12320	10124	8009
Hungary	100-Holding Account	Bunge ZRt. 	32	01-10-041976	closed	Account holder	Bunge ZRt.	Váci út	33	1134	Budapest	Hungary	32	Martfui Növényolajgyár kazánjai	HU-UHG5466-1-04	2005-01-01	2013-11-21			8.(b).II	Szolnoki út	201	5435	Martfû	HU	47.0401322	20.291655924	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	11509	1093	11509	1444	11509	1524	1085	1492	1085	1624	1085	1683	1085	1596	1085	1755	0	0	0		0		0		0	NA	0	NA	0	NA	0	NA	11509	11509	11509	1085	1085	1085	1085	1085	0	0	0	0	0	0	0	0
Hungary	100-Holding Account	Green-R Zrt. 	33	01-10-045108	open	Account holder	Green-R Zrt.	Bocskai út	134-146	1113	Budapest	Hungary	33	Rákoskeresztúri Gázmotoros Futoeromu	HU-UHG0352-1-04	2005-01-01					Gyökér utca	45	1173	Budapest	HU	47.477633744	19.245957236	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	22288	7072	22288	26526	22288	26733	24431	26209	24431	24752	24431	27397	24431	20886	24431	19909	8684	21830	7771	18915	6885	18151	6026	16507	5194	NA	4390	NA	3611	NA	2860	NA	22288	22288	22288	24431	24431	24431	24431	24431	8684	7771	6885	6026	5194	4390	3611	2860
Hungary	100-Holding Account	Calmit Hungária Kft. 	34	01-09-910147	open	Account holder	Calmit Hungária Kft.	Noszlopy út	2	1103	Budapest	Hungary	34	Mészüzem	HU-UHG5330-6B-04	2005-01-01				3.(c).I	Rákóczi utca	60	2541	Lábatlan	HU	47.749112129	18.506002415	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	147549	107060	147549	101049	147549	96786	128739	100409	128739	95627	128739	90926	128739	112854	128739	102480	93931	97667	92299	100701	90649	81434	88981	83346	87295	NA	85593	NA	83869	NA	82140	NA	147549	147549	147549	128739	128739	128739	128739	128739	93931	92299	90649	88981	87295	85593	83869	82140
Hungary	100-Holding Account	Carmeuse Hungária Kft. 	35	02-09-066932	open	Account holder	Carmeuse Hungária Kft.	Hrsz	064/1	7827	Beremend	Hungary	35	Beremendi Mészüzem	HU-UHG5155-6B-04	2005-01-01				3.(c).II	Hrsz	064/1	7827	Beremend	HU	45.806556272	18.403849093	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	151962	141815	151962	147841	151962	120022	154286	156336	154286	89734	154286	125096	154286	125371	154286	95544	137425	92503	135038	103737	132623	136849	130183	100395	127717	NA	125226	NA	122705	NA	120174	NA	151962	151962	151962	154286	154286	154286	154286	154286	137425	135038	132623	130183	127717	125226	122705	120174
