National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Installation Type	Installation Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry Revocation Date	Subsidiary Company	Parent Company	E PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	Total_Allowance_Allocation_2005	Total_Allowance_Allocation_2006	Total_Allowance_Allocation_2007	Total_Allowance_Allocation_2008	Total_Allowance_Allocation_2009	Total_Allowance_Allocation_2010	Total_Allowance_Allocation_2011	Total_Allowance_Allocation_2012	Total_Allowance_Allocation_2013	Total_Allowance_Allocation_2014	Total_Allowance_Allocation_2015	Total_Allowance_Allocation_2016	Total_Allowance_Allocation_2017	Total_Allowance_Allocation_2018	Total_Allowance_Allocation_2019	Total_Allowance_Allocation_2020
Germany	100-Holding Account	Mineralölraffinerie Oberrhein GmbH &amp; Co. KG 	11	HRA 104275 Amtsgericht Mannheim	open	Account holder	Mineralölraffinerie Oberrhein GmbH &amp; Co. KG	Nördliche Raffineriestraße 2		76187	Karlsruhe	Germany	11	Werk 1 und Werk 2	14210-0011	2005-01-01		-	-	0	Nördliche Raffineriestraße 1		76187	Karlsruhe	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	558290	562667	558290	492320	546207	506093	824301	819106	824301	763295	824301	753893	824301	764966	824301	715193	2239612	2891665	2200712	2782816	2161354	2445407	2121587	2836320	2081390	NA	2040803	NA	1999710	NA	1958474	NA	558290	558290	546207	824301	824301	824301	824301	824301	2239612	2200712	2161354	2121587	2081390	2040803	1999710	1958474
Germany	100-Holding Account	Mineralölraffinerie Oberrhein GmbH &amp; Co. KG 	12	HRA 104275 Amtsgericht Mannheim	closed	Account holder	Mineralölraffinerie Oberrhein GmbH &amp; Co. KG	Nördliche Raffineriestraße 2		76187	Karlsruhe	Germany	12	Glocke 1 Karlsruhe	14210-0012	2005-01-01	2012-12-31	-	-	0	Nördliche Raffineriestraße 1		76187	Karlsruhe	DE	NA	NA	2-Mineral oil refineries	NA	NA	NA	NA	NA	NA	1499051	1625477	1499051	1603649	1499051	1488103	2217486	2281522	2217486	2224668	2217486	1972462	2217486	2041410	2217486	2102502										NA		NA		NA		NA	1499051	1499051	1499051	2217486	2217486	2217486	2217486	2217486	0	0	0	0	0	0	0	0
Germany	100-Holding Account	H &amp; R Chemisch-Pharmazeutische Spezialitäten GmbH 	13	HRB 100678 Amtsgericht Osnabrück	open	Account holder	H &amp; R Chemisch-Pharmazeutische Spezialitäten GmbH	Neuenkirchener Str. 8	---	48499	Salzbergen	Germany	13	Raffinerie Salzbergen	14210-0013	2005-01-01		-	-	0	Neuenkirchener Str. 8	----	48499	Salzbergen	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	33423	35828	33423	37427	33423	38393	37121	38317	37121	38432	49271	40916	43003	43325	43003	42830	53360	41636	52433	42011	51495	43212	50548	43124	49590	NA	48624	NA	47644	NA	46662	NA	33423	33423	33423	37121	37121	49271	43003	43003	53360	52433	51495	50548	49590	48624	47644	46662
Germany	100-Holding Account	Nynas GmbH &amp; Co. KG 	14	HRA 114916 Amtsgericht Hamburg	open	Account holder	Nynas GmbH &amp; Co. KG	c/o Regus Hafen City	Am Kaiserkai 1	20457	Hamburg	Germany	14	Raffinerie Hamburg	14210-0014	2005-01-01		-	-	0	Hohe-Schaar-Straße 34		21107	Hamburg	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	846289	893185	846289	854333	846289	887293	882669	846742	882669	811203	882669	864855	882669	837919	882669	852162	614708	470993	604031	321510	299064	242213	293561	117583	287999	NA	282383	NA	276697	NA	270991	NA	846289	846289	846289	882669	882669	882669	882669	882669	614708	604031	299064	293561	287999	282383	276697	270991
Germany	100-Holding Account	Shell Deutschland Oil GmbH 	15	HRB 82190 Amtsgericht Hamburg	closed	Account holder	Shell Deutschland Oil GmbH	Suhrenkamp 71-77		22335	Hamburg	Germany	15	Schmierölraffinerie Hamburg	14210-0015	2005-01-01	2010-10-07	-	-	0	Worthdamm 50		20457	Hamburg	DE	NA	NA	2-Mineral oil refineries	NA	NA	NA	NA	NA	NA	104345	102533	104345	66770	104345	64421	62813	25278	0	Not Reported	0	Not Reported	0		0											NA		NA		NA		NA	104345	104345	104345	62813	0	0	0	0	0	0	0	0	0	0	0	0
Germany	100-Holding Account	BP Europa SE 	16	HRB 113611 Amtsgericht Hamburg	open	Account holder	BP Europa SE	Überseeallee 1	---	20457	Hamburg	Germany	16	Raffinerie als Glocke	14210-0016	2005-01-01		BP Europa SE	BP p.l.c.	0	Raffineriestrasse		49808	Lingen (Ems)	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	1199005	1022486	1199005	955313	958428	1065339	1262096	1318184	1262096	1265248	1262096	1271498	1262096	1117247	1362316	1151000	976583	1141288	959620	1066457	942459	1140558	925118	1213892	907590	NA	889892	NA	871974	NA	853993	NA	1199005	1199005	958428	1262096	1262096	1262096	1262096	1362316	976583	959620	942459	925118	907590	889892	871974	853993
Germany	100-Holding Account	PCK Raffinerie GmbH 	17	HRB 10018 Amtsgericht Neuruppin	closed	Account holder	PCK Raffinerie GmbH	Passower Chaussee 111		16303	Schwedt	Germany	17	PCK Petrochemie Schwedt	14210-0017	2005-01-01		-	-	0	Passower Chaussee		16303	Schwedt	DE	NA	NA	2-Mineral oil refineries	NA	NA	NA	NA	NA	NA	49397	66402	49397	69008	49397	60936	NA		NA	Not Reported	NA	Not Reported	NA		NA											NA		NA		NA		NA	49397	49397	49397	0	0	0	0	0	0	0	0	0	0	0	0	0
Germany	100-Holding Account	PCK Raffinerie GmbH 	18	HRB 10018 Amtsgericht Neuruppin	closed	Account holder	PCK Raffinerie GmbH	Passower Chaussee 111		16303	Schwedt	Germany	18	PCK Wasserstoffanlage H2B Schwedt	14210-0018	2005-01-01	2012-12-31	-	-	0	Passower Chaussee		16303	Schwedt	DE	NA	NA	2-Mineral oil refineries	NA	NA	NA	NA	NA	NA	260866	244168	260866	245969	260866	232807	209431	231711	209431	266706	209431	256111	209431	254823	209431	242724										NA		NA		NA		NA	260866	260866	260866	209431	209431	209431	209431	209431	0	0	0	0	0	0	0	0
Germany	100-Holding Account	PCK Raffinerie GmbH 	19	HRB 10018 Amtsgericht Neuruppin	open	Account holder	PCK Raffinerie GmbH	Passower Chaussee 111		16303	Schwedt	Germany	19	PCK Raffinerie Glocke Schwedt	14210-0019	2005-01-01		-	-	0	Passower Chaussee		16303	Schwedt	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	1456747	1520543	1456747	1566941	1456747	1372009	1705956	1548738	1705956	1642259	1705956	1501147	1705956	1583685	1705956	1520052	2042966	3601523	2001146	3714705	1930949	4015772	1890540	3760795	1851833	NA	1812890	NA	1773607	NA	1734316	NA	1456747	1456747	1456747	1705956	1705956	1705956	1705956	1705956	2042966	2001146	1930949	1890540	1851833	1812890	1773607	1734316
Germany	100-Holding Account	TOTAL Raffinerie Mitteldeutschland GmbH 	20	HRB 205532 Amtsgericht Stendal	open	Account holder	TOTAL Raffinerie Mitteldeutschland GmbH	Maienweg 1		06237	Leuna	Germany	20	Mineralölraffinerie Leuna	14210-0020	2005-01-01		-	-	0	Maienweg 1		06237	Spergau	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	2270096	2337129	2270096	2079999	2270096	2136751	2248389	1852251	2248389	2088240	2623625	2014908	2415059	1976029	2415059	1973301	2271908	2119072	2232425	1873500	2192480	2044487	2152119	2066947	2111325	NA	2070134	NA	2028432	NA	1986585	NA	2270096	2270096	2270096	2248389	2248389	2623625	2415059	2415059	2271908	2232425	2192480	2152119	2111325	2070134	2028432	1986585
Germany	100-Holding Account	Holborn Europa Raffinerie GmbH 	28	HRB 35580 Amtsgericht Hamburg	open	Account holder	Holborn Europa Raffinerie GmbH	Moorburger Straße 16		21079	Hamburg	Germany	28	Raffinerie	14210-0029	2005-01-01		-	-	0	Moorburger Straße 16		21079	Hamburg	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	226752	188969	226752	220347	111486	711467	799854	699404	799854	723065	799854	736900	818783	649417	807413	750597	748237	650931	735241	736710	722091	770005	708805	750734	695376	NA	681816	NA	668087	NA	654311	NA	226752	226752	111486	799854	799854	799854	818783	807413	748237	735241	722091	708805	695376	681816	668087	654311
Germany	100-Holding Account	Shell Deutschland Oil GmbH 	31	HRB 82190 Amtsgericht Hamburg	open	Account holder	Shell Deutschland Oil GmbH	Suhrenkamp 71-77		22335	Hamburg	Germany	31	Raffinerie Wesseling	14210-0032	2005-01-01		-	-	0	Ludwigshafener Str. 1		50389	Wesseling	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	2299839	2612228	2299839	2440802	2299839	2578839	1808271	1763909	1808271	1479258	1808271	1576295	1808271	1472188	1808271	1225401	2117573	2144236	2080792	1975074	1683490	1818675	1518041	2076816	1489281	NA	1460239	NA	1430836	NA	1401331	NA	2299839	2299839	2299839	1808271	1808271	1808271	1808271	1808271	2117573	2080792	1683490	1518041	1489281	1460239	1430836	1401331
Germany	100-Holding Account	Shell Deutschland Oil GmbH 	32	HRB 82190 Amtsgericht Hamburg	open	Account holder	Shell Deutschland Oil GmbH	Suhrenkamp 71-77		22335	Hamburg	Germany	32	Raffinerie Godorf	14210-0033	2005-01-01		-	-	0	Godorfer Hauptstraße 150		50997	Köln	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	2177074	1911803	2177074	1764041	2177074	1764674	1035546	1002904	1035546	908303	1035546	870453	1035546	825304	1035546	822195	1127267	1381694	1107688	1393061	1087878	1425425	1067861	1478860	1047629	NA	1027201	NA	1006517	NA	985762	NA	2177074	2177074	2177074	1035546	1035546	1035546	1035546	1035546	1127267	1107688	1087878	1067861	1047629	1027201	1006517	985762
Germany	100-Holding Account	H &amp; R Ölwerke Schindler GmbH 	33	HRB 4015 Amtsgericht Hamburg	open	Account holder	H &amp; R Ölwerke Schindler GmbH	Neuhöfer Brückenstraße 127-152		21107	Hamburg	Germany	33	Schmierstoffraffinerie Neuhof	14210-0034	2005-01-01		-	-	0	Neuhöfer Brückenstraße 127-152		21107	Hamburg	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	78283	90139	78283	103318	78283	98361	87062	65221	87062	74369	92314	77421	89754	80256	96825	78839	65572	73666	64433	74224	63280	76285	62117	81663	60939	NA	59751	NA	58548	NA	57340	NA	78283	78283	78283	87062	87062	92314	89754	96825	65572	64433	63280	62117	60939	59751	58548	57340
Germany	100-Holding Account	HES Wilhelmshaven GmbH 	34	HRB 130475 Amtsgericht Oldenburg	open	Account holder	HES Wilhelmshaven GmbH	Raffineriestraße 1		26388	Wilhelmshaven	Germany	34	Raffinerie §25 TEHG Einheitliche Anlage Glocke	14210-0035	2005-01-01		-	-	0	Raffineriestraße 1		26388	Wilhelmshaven	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	1010202	998419	1197450	932100	1103826	968306	1049639	890278	1049639	639043	1049639	138878	1049639	69874	1049639	2584	0	2235	0	2234	0	274	0	0	0	NA	0	NA	0	NA	0	NA	1010202	1197450	1103826	1049639	1049639	1049639	1049639	1049639	0	0	0	0	0	0	0	0
Germany	100-Holding Account	Shell Deutschland Oil GmbH 	35	HRB 82190 Amtsgericht Hamburg	closed	Account holder	Shell Deutschland Oil GmbH	Suhrenkamp 71-77		22335	Hamburg	Germany	35	Schwerölvergasung Wesseling	14210-0036	2005-01-01	2012-12-31	-	-	0	Ludwigshafener Str. 1		50389	Wesseling	DE	NA	NA	2-Mineral oil refineries	NA	NA	NA	NA	NA	NA	452228	412568	452228	466014	452228	446920	361524	495053	361524	414158	361524	397494	361524	426202	361524	383969										NA		NA		NA		NA	452228	452228	452228	361524	361524	361524	361524	361524	0	0	0	0	0	0	0	0
Germany	100-Holding Account	DHC Solvent Chemie GmbH 	36	HRB 14264 Amtsgericht Duisburg	closed	Account holder	DHC Solvent Chemie GmbH	Timmerhellstraße 28		45478	Mülheim an der Ruhr	Germany	36	Anlage zur Feindestillation von Erdölfraktionen	14210-0038	2005-01-01	2014-02-17	-	Ruhr Oel GmbH	1 IVU 1.2	Timmerhellstraße 28		45478	Mülheim an der Ruhr	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	32126	22645	32126	29943	32126	27478	29069	26777	30305	24785	29687	26981	29687	25465	29687	25432	24891	27129	0		0		0		0	NA	0	NA	0	NA	0	NA	32126	32126	32126	29069	30305	29687	29687	29687	24891	0	0	0	0	0	0	0
Germany	100-Holding Account	AVISTA OIL Refining &amp; Trading Deutschland GmbH 	37	HRB 22095 Amtsgericht Hildesheim	open	Account holder	AVISTA OIL Refining &amp; Trading Deutschland GmbH	Bahnhofstraße 82		31311	Uetze	Germany	37	AVISTA OIL Refining &amp; Trading Deutschland GmbH	14210-0039	2005-01-01		-	-	0	Bahnhofstraße 82		31311	Uetze-Dollbergen	DE	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	30251	36988	30251	40228	30251	42287	45239	42690	45239	41130	45239	42213	45239	43711	45239	42238	25545	38883	25102	34415	24653	33270	24199	33548	23741	NA	23278	NA	22809	NA	22339	NA	30251	30251	30251	45239	45239	45239	45239	45239	25545	25102	24653	24199	23741	23278	22809	22339
Germany	100-Holding Account	Stahlwerk Bous GmbH 	38	HRB 26053 Amtsgericht Saarbrücken	open	Account holder	Stahlwerk Bous GmbH	Saarstraße 1		66359	Bous	Germany	38	Elektrostahlwerk Bous	14220-0001	2005-01-01		-	-	0	Saarstraße 1		66359	Bous	DE	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	20204	24637	20204	25235	20204	22435	32538	25853	32538	18343	32538	22943	32538	23052	32538	22241	25905	22603	25455	24361	25000	21448	24540	22007	24075	NA	23606	NA	23131	NA	22653	NA	20204	20204	20204	32538	32538	32538	32538	32538	25905	25455	25000	24540	24075	23606	23131	22653
Germany	100-Holding Account	Stahlwerk Thüringen GmbH 	39	HRB 202875 Amtsgericht Jena	open	Account holder	Stahlwerk Thüringen GmbH	Kronacher Straße 6		07333	Unterwellenborn	Germany	39	Elektrostahlwerk Anlage	14220-0002	2005-01-01		-	-	0	Kronacher Straße 6		07333	Unterwellenborn	DE	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	69624	44974	69624	48982	69624	48864	42967	45813	42967	33466	42967	40433	42967	42521	42967	47926	45706	41244	44913	40611	44109	35566	43298	41381	42477	NA	41649	NA	40811	NA	39969	NA	69624	69624	69624	42967	42967	42967	42967	42967	45706	44913	44109	43298	42477	41649	40811	39969
Germany	100-Holding Account	Peiner Träger GmbH 	40	HRB 101405 Amtsgericht Hildesheim	open	Account holder	Peiner Träger GmbH	Gerhard-Lucas-Meyer-Str. 10		31226	Peine	Germany	40	Elektrostahlwerk Peine	14220-0003	2005-01-01		-	-	0	Gerhard-Lucas-Meyer-Str. 10		31226	Peine	DE	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	67937	88005	67937	85980	67937	78330	76022	74028	76022	54739	76022	67246	240309	95035	189377	131620	179427/40903*****	206382	176311/40192*****	178073	173158/39480*****	168581	169972/38768*****	174747	166751/38057*****	NA	163500/37345*****	NA	160207/36633*****	NA	156904/35922*****	NA	67937	67937	67937	76022	76022	76022	240309	189377	220330	216503	212638	208740	204808	200845	196840	192826
Germany	100-Holding Account	Lech-Stahlwerke GmbH 	41	HRB 7129 Amtsgericht Augsburg	open	Account holder	Lech-Stahlwerke GmbH	Industriestraße 1		86405	Meitingen	Germany	41	Lech-Stahlwerke GmbH	14220-0004	2005-01-01		-	-	0	Industriestraße 1		86405	Meitingen	DE	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	83592	96743	83592	96158	83592	109467	93656	121287	94319	73544	93656	101617	93656	102318	93656	99002	153001	147559	150343	143924	147655	152705	144939	159847	142193	NA	139420	NA	136612	NA	133795	NA	83592	83592	83592	93656	94319	93656	93656	93656	153001	150343	147655	144939	142193	139420	136612	133795
Germany	100-Holding Account	Salzgitter Flachstahl GmbH 	42	HRB 6609 Amtsgericht Braunschweig	closed	Account holder	Salzgitter Flachstahl GmbH	Eisenhüttenstraße 99		38239	Salzgitter	Germany	42	Hochofen C Salzgitter	14220-0005	2005-01-01		-	-	0	Eisenhüttenstraße 99		38239	Salzgitter	DE	NA	NA	5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting	NA	NA	NA	NA	NA	NA	308162	260060	308162	304285	308162	304133	NA		NA	Not Reported	NA	Not Reported	NA		NA											NA		NA		NA		NA	308162	308162	308162	0	0	0	0	0	0	0	0	0	0	0	0	0
Germany	100-Holding Account	Salzgitter Flachstahl GmbH 	43	HRB 6609 Amtsgericht Braunschweig	open	Account holder	Salzgitter Flachstahl GmbH	Eisenhüttenstraße 99		38239	Salzgitter	Germany	43	Glocke Salzgitter	14220-0006	2005-01-01		-	-	0	Eisenhüttenstraße 99		38239	Salzgitter	DE	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	3722822	3620274	3722822	4018676	3722822	3879999	9276102	4175772	9276102	3445580	9276102	4011551	9276102	4162966	9276102	4176419	5795332	4114941	5694673	4134639	5592831	3974261	5489926	4316018	5385911	NA	5280885	NA	5174551	NA	5067847	NA	3722822	3722822	3722822	9276102	9276102	9276102	9276102	9276102	5795332	5694673	5592831	5489926	5385911	5280885	5174551	5067847
